"X","indx","trigger1","trigger2","trigger3","context1","context2","context3","function1","function2","function3","content1","content2","content3","content4","time_start","time_end","duration","recur","singers_n","singers_age1","singers_age2","shape_type","appear_paint","appear_adorn","appear_cloth","appear_mask","appear_obj","restrict_sex","restrict_marry","restrict_grp1","restrict_grp2","audience_n","audience_age1","audience_age2","audience_sex","audience_marry","audience_grp1","audience_grp2","instrument_type1","instrument_type2","instrument_type3","text_duplicate","id_nhs","group"
4512,4512,"Communication",".",".","Dance","Spectacles",".",".",".",".","Cultural identity and pride","Travel and transportation","Drives and emotions","Intra-community relations",".",".",".",".","Multiple singers (number unknown)",".",".","Circle",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".","Membranophone",".",".",0,"NHS-C006",1
4518,4518,"Travel and transportation",".",".","Spectacles","Games",".","Spectacles","Games",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".","Unspecified location","Head/face & shoulders",".",".",".",".",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".","Aerophone",".",".",0,"NHS-C006",1
4519,4519,"Interpersonal relations (includes love)","Games",".","Games","Spectacles","Interpersonal relations (includes love)","Sex (not extramarital)","Interpersonal relations (includes love)","Spectacles","Interpersonal relations (includes love)","Human Biology","Sex (not extramarital)",".","Evening (1900 to 2200)","Evening (1900 to 2200)",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adolescent/young adult",".",".",".",".",".",".",".",".",0,"NHS-C006",1
4521,4521,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Female",".","Other group (incl. proper names)",".","Multiple singers (number unknown)","Adult",".","Male","Both married & unmarried","Adults",".",".",".",".",0,"NHS-C006",1
4522,4522,".",".",".","Interpersonal relations (includes love)","Extramarital sex relations (adultery)",".","Interpersonal relations (includes love)","Sex (not extramarital)",".",".",".",".",".",".",".",".",".","Solo singer",".",".",".",".",".",".",".",".","Male",".",".",".","Solo listener","Adolescent/young adult",".","Female","Unmarried","Adolescents",".",".",".",".",0,"NHS-C006",0
4523,4523,"Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)",".",".","Drives and emotions","Death (burials, funerals, mourning)",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)","1-10 hours","No recurrence","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Female",".","Mourners",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C006",1
4524,4524,"Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)",".",".","Communication","Intra-community relations","Crimes (violations of laws and rules)","Traditional history","Location",".",".","Night (2200 to 0400)","Night (2200 to 0400)","1-10 hours","No recurrence","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Male",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C006",1
4525,4525,"Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)",".",".","Crimes (violations of laws and rules)","Sorcery (creating sickness or bad luck)",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)","1-10 hours","No recurrence","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".","Mourners",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C006",1
4526,4526,"Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)","Interpersonal relations (includes love)","Drives and emotions",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)","1-10 hours","No recurrence","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C006",1
4528,4528,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".","Flora",".",".",".",".",".",".","2-5 singers",".",".",".",".",".",".",".",".","Female",".","Other group (incl. proper names)",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C006",1
4529,4529,".",".",".","Dance",".",".",".",".",".",".",".",".",".",".",".",".",".","31-50 singers",".",".","Multiple lines","Unspecified location","Unspecified location",".",".",".","Female",".","Children (includes boys and girls)","Adolescents","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C006",1
4530,4530,".",".",".","Dance",".",".",".",".",".","Traditional history",".",".",".",".",".","1-10 hours","No recurrence","31-50 singers",".",".","Multiple lines","Unspecified location","Unspecified location",".",".",".","Female",".","Children (includes boys and girls)","Adolescents",".",".",".",".",".",".",".",".",".",".",0,"NHS-C006",1
4531,4531,".",".",".","Dance",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".","Multiple lines",".","Head/face & shoulders","Butt & groin",".",".","Female",".","Children (includes boys and girls)","Adolescents","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".","Membranophone",".",".",0,"NHS-C006",1
4534,4534,"Interpersonal relations (includes love)",".",".","Interpersonal relations (includes love)",".",".","Interpersonal relations (includes love)","Drives and emotions",".","Interpersonal relations (includes love)",".",".",".",".",".",".",".","Solo singer",".",".",".",".",".",".",".",".","Male","Unmarried","Composer",".",".",".",".",".",".",".",".","Chordophone",".",".",0,"NHS-C006",0
4536,4536,"Sex (not extramarital)","Travel and transportation",".","Travel and transportation",".",".",".","Numbers and measures",".","Humor",".",".",".",".",".",".",".","Multiple singers (number unknown)","Child","Adolescent/young adult",".",".","Unspecified location",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C006",1
4539,4539,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".","Male",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C115",1
4540,4540,".",".",".",".",".",".","Spectacles",".",".",".",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C115",0
4542,4542,".",".",".","Cultural identity and pride",".",".",".",".",".","Status, role, and prestige","Cultural identity and pride",".",".","Afternoon (1400 to 1700)","Afternoon (1400 to 1700)",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C115",1
4543,4543,".",".",".",".",".",".",".",".",".","Intra-community relations","Drives and emotions","Death (burials, funerals, mourning)","Death (burials, funerals, mourning)",".",".",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C115",1
4544,4544,".",".",".",".",".",".",".",".",".","Drives and emotions","Intra-community relations","Intra-community relations",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Solo listener","Adult",".","Female",".","Adults",".",".",".",".",0,"NHS-C115",0
4545,4545,".",".",".",".",".",".",".",".",".","Drives and emotions","Intra-community relations","Intra-community relations",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Solo listener","Adult",".","Female",".","Adults",".",".",".",".",0,"NHS-C115",0
4546,4546,".",".",".",".",".",".",".",".",".","Intra-community relations","Family (includes nuclear family, polygamy, adoption)",".",".",".",".",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C115",1
4547,4547,".",".",".",".",".",".",".",".",".","Intra-community relations","Status, role, and prestige","Kin groups (clans, tribes, nation)",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C115",0
4550,4550,".",".",".",".",".",".",".",".",".","Drives and emotions","Location","Status, role, and prestige",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Solo listener",".",".","Male",".",".",".",".",".",".",0,"NHS-C115",0
4551,4551,".",".",".",".",".",".",".",".",".","Ingroup antagonisms","Property",".",".",".",".",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C115",1
4552,4552,".",".",".",".",".",".",".",".",".","Death (burials, funerals, mourning)",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C115",0
4553,4553,".",".",".",".",".",".",".",".",".","Intra-community relations","Kin groups (clans, tribes, nation)","Status, role, and prestige","Drives and emotions",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C115",0
4554,4554,".",".",".",".",".",".",".",".",".","Drives and emotions","Intra-community relations","Kin groups (clans, tribes, nation)",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C115",0
4556,4556,".",".",".","Cultural identity and pride","Dance",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adolescent/young adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C115",1
4558,4558,".",".",".","Dance","Cultural identity and pride",".",".",".",".","Fauna","Infancy and childhood","Death (burials, funerals, mourning)",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".","Aerophone",".",".",0,"NHS-C115",1
4559,4559,".",".",".","Cultural identity and pride","Dance",".",".",".",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)","Adult",".","Line (or row)",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".","Idiophone",".",".",0,"NHS-C115",1
4560,4560,".",".",".","Dance","Cultural identity and pride",".",".",".",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".","Aerophone",".",".",0,"NHS-C115",1
4561,4561,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".","1",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C115",1
4562,4562,".",".",".","Dance","Cultural identity and pride",".",".",".",".",".",".",".",".","Evening (1900 to 2200)","Evening (1900 to 2200)",".",".","Multiple singers (number unknown)","Adult",".","Circle",".","Unspecified location","Unspecified location",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C115",1
4563,4563,".",".",".","Dance",".",".",".",".",".",".",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C115",0
4564,4564,".",".",".","Dance",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Aerophone",".",".",0,"NHS-C115",1
4566,4566,".",".",".",".",".",".",".",".",".",".",".",".",".","Afternoon (1400 to 1700)","Afternoon (1400 to 1700)",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Aerophone",".",".",0,"NHS-C115",1
4567,4567,".",".",".","Spectacles",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult","Adolescent/young adult","Both sexes","Both married & unmarried","Adults","Adolescents","Aerophone",".",".",0,"NHS-C115",1
4570,4570,".",".",".","Marriage",".",".",".",".",".","Traditional history","Fauna","Interpersonal relations (includes love)","Pregnancy and childbirth",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Aerophone",".",".",0,"NHS-C115",1
4572,4572,".",".",".","Sickness, medical care, and shamans",".",".",".",".",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".","Solo listener",".",".",".",".","Patients/Sick People",".","Idiophone",".",".",0,"NHS-C115",0
4573,4573,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C115",1
4579,4579,".",".",".","Cultural identity and pride","Dance",".",".",".",".",".",".",".",".",".",".",".",".","Solo singer","Adult",".","Circle",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C115",0
